text,sentiment
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
"Wow, what a bad film.  ",0
"Not frightening in the least, and barely comprehensible.  ",0
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
Not even good for camp value!  ,0
"I wasn't expecting Oscar material, but this?  ",0
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0
This film (and I use that word loosely) is an insult to the movie-going public.  ,0
If only someone involved with it knew how to string together narrative!  ,0
"This gets a 1 out of 10, simply because there's nothing lower.  ",0
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0
"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0
But the premise of the film was so ridiculous: that the President of the U.S.  ,0
The death row scenes were entirely unmoving.  ,0
The only thing worse than Taylor's acting was Stanwyck's singing.  ,0
"Whatever the producer was going for, he missed entirely.  ",0
"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0
Even the squibs look awful.  ,0
At no point in the proceedings does it look remotely like America.  ,0
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0
"I was very uneasy with how bad this movie was, but not scared at all.  ",0
The dialogue is composed of things that make little sense.  ,0
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0
The directing is sloppy at best.  ,0
"Hackneyed writing, certainly, but made even worse by the bad directing.  ",0
"Of course, the acting is blah.  ",0
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0
About ten minutes into this film I started having second thoughts.  ,0
About half way through this film I started to dislike it.  ,0
"By the time the film ended, I not only disliked it, I despised it.  ",0
What this film lacks is a convincing script.  ,0
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0
